Product ID,Brand,Product Name,Product Number,Description,Dealer,MSRP,MAP,Primary Distributor,Secondary Distributor,Tertiary Distributor,Spec Sheet URL,Image URL
PROD11241,DAS AUDIO,GR-DC5,20220500,Black Grille for DECO-5 / DECO-5-T,$6.12,$12.24,,Fulks Media Solutions,FDW,Gear Techs,,
PROD11242,DAS AUDIO,GR-DC6,20220501,Black Grille for DECO-6 / DECO-6-T,$7.70,$15.39,,Fulks Media Solutions,FDW,Gear Techs,,
PROD11243,DAS AUDIO,GR-DC8,20220502,Black Grille for DECO-8 / DECO-8-T / DECO-6-TB,$10.32,$20.64,,Fulks Media Solutions,FDW,Gear Techs,,
PROD11244,DAS AUDIO,GR-DC40,20220510,Black Grille for DECO-40-T / DECO-40-T-LP,$14.40,$28.80,,Fulks Media Solutions,FDW,Gear Techs,,
PROD11245,DAS AUDIO,GR-DC65,20220520,Black Grille for DECO-65-T,$20.16,$40.32,,Fulks Media Solutions,FDW,Gear Techs,,
PROD11246,DAS AUDIO,GR-DC80,20220530,Black Grille for DECO-80-T / DECO-80-TS,$29.52,$59.04,,Fulks Media Solutions,FDW,Gear Techs,,
PROD11247,DAS AUDIO,PK-40T,10213400," Accessory for converting DECO-40-T into a pendant system, black, with GR-DC40 included",$55.47,$110.94,,Fulks Media Solutions,FDW,Gear Techs,,
PROD11248,DAS AUDIO,PK-40TW,10213430," Accessory for converting DECO-40-T into a pendant system, white",$51.59,$103.17,,Fulks Media Solutions,FDW,Gear Techs,,
PROD11249,DAS AUDIO,PK-65T,10213410," Accessory for converting DECO-65-T into a pendant system, black, with GR-DC65 included",$63.42,$126.84,,Fulks Media Solutions,FDW,Gear Techs,,
PROD11250,DAS AUDIO,PK-65TW,10213440," Accessory for converting DECO-65-T into a pendant system, white",$57.84,$115.68,,Fulks Media Solutions,FDW,Gear Techs,,
PROD11251,DAS AUDIO,PK-80T,10213420," Accessory for converting DECO-80-T and DECO-80-TS into a pendant system, black, with GR-DC80 included",$73.74,$147.48,,Fulks Media Solutions,FDW,Gear Techs,,
PROD11252,DAS AUDIO,PK-80TW,10213450," Accessory for converting DECO-80-T and DECO-80-TS into a pendant system, white",$65.28,$130.56,,Fulks Media Solutions,FDW,Gear Techs,,
PROD11253,DAS AUDIO,SP-PRE-DECO-40T,10213300," Pre-construction bracket for DECO-40-T and DECO-40-T-LP, ensures precise placement and support for ceiling installation.",$22.14,$44.28,,Fulks Media Solutions,FDW,Gear Techs,,
PROD11254,DAS AUDIO,SP-PRE-DECO-65T,10213301," Pre-construction bracket for DECO-65-T, ensures precise placement and support for ceiling installation.",$23.99,$47.97,,Fulks Media Solutions,FDW,Gear Techs,,
PROD11255,DAS AUDIO,SP-PRE-DECO-80T,10213302," Pre-construction bracket for DECO-80-T and DECO-80-TS, ensures precise placement and support for ceiling installation.",$25.83,$51.66,,Fulks Media Solutions,FDW,Gear Techs,,
PROD11256,DAS AUDIO,EVENT-26A,10435010," Powered, 400W (Cont.) / 800W (Peak), 2 x 6.5”, Two-way, Symmetrical Design, Compact Line Array Speakers","$1,195.89","$2,391.78","$1,699.00",Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=b24dd5643cea375035b27d8373e9212e&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/1/PF_EV26A_34.png&w=330&h=330&fit=1
PROD11257,DAS AUDIO,EVENT-28A,10435012," Powered, 650W (Cont.) / 1300W (Peak), 2 x 8”, Two-way, Symmetrical Design, Compact Line Array Speakers","$1,651.28","$3,302.55","$2,349.00",Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=168b10bdd6c3fd35e6b8ead26f23fc39&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/1/PF_EV28A_34.png&w=330&h=330&fit=1
PROD11258,DAS AUDIO,EVENT-208A-115,10429020," Powered, 540W (Cont.) / 1080W (Peak), 2 x 8”, Three-way, Compact Line Array System","$1,758.47","$3,516.93","$2,499.00",Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=bcd8e6079b9546b53589884239a85dbd&#038;lang=es,https://www.dasaudio.com/wp-content/uploads/2021/09/Logotipo-Google_v2.jpg&w=330&h=330&fit=1
PROD11259,DAS AUDIO,EVENT-210A-115,10429040," Powered, 540W (Cont.) / 1080W (Peak), 2 x 10”, Three-way, Compact Line Array System","$2,293.94","$4,587.97","$3,299.00",Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=fd0b07d09e4f96fe7db1806782084de7&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/8/PF_EVENT210A_34_HR.png&w=330&h=330&fit=1
PROD11260,DAS AUDIO,EVENT-212A,10429230," Powered, 1500W (Cont) / 3000W (Peak), 2 x 12”, Three-way, Compact Line Array System","$3,267.30","$6,534.60","$4,699.00",Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=a024ccfa15730905598219ed726b0a20&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/8/PF_EVENT212A_34_HR.png&w=330&h=330&fit=1
PROD11261,DAS AUDIO,EVENT-212.120A,10429232," Powered, 1500W (Cont) / 3000W (Peak), 2 x 12”, Three-way, 120° Horizontal Dispersion, Line Array System","$3,267.30","$6,534.60","$4,699.00",Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=26cca496ef5c353acd2aaee5a90bc98b&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/8/PF_EVENT212_120_34_HR.png&w=330&h=330&fit=1
PROD11262,DAS AUDIO,EVENT-115A,10435050," Powered, 600W (Cont.) / 1200W (Peak), 15” Flyable/Stackable Front Loaded Subwoofer","$1,448.43","$2,896.86","$2,099.00",Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=426090d15f4c505b2fe058691007bf52&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/1/PF_EV_115_34.png&w=330&h=330&fit=1
PROD11263,DAS AUDIO,EVENT-118A,10435052," Powered, 1000W (Cont.) / 2000W (Peak), 18” Flyable/Stackable Front Loaded Subwoofer","$2,204.78","$4,409.55","$3,149.00",Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=2128ab098c290dd561863d60dba8aca1&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/3/PF_EV_118_34_01.png&w=330&h=330&fit=1
PROD11264,DAS AUDIO,EVENT-121A,10429240," Powered, 1600W (Cont) / 3200W (Peak), 21” LF, Bass-Horn Subwoofer w/ DSP","$3,142.47","$6,284.94","$4,499.00",Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=caa183c9e8780dccee8372ca8a947a6d&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/8/PF_EVENT121A_34_HR.png&w=330&h=330&fit=1
PROD11265,DAS AUDIO,EVENT-218A,10429060," Powered, 1800W (Cont.) / 3600W (peak), 2 x 18”, Ground-Stacked Long Excursion Subwoofer","$3,185.88","$6,371.76","$4,599.00",Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=fc2f0fabe0cbf400f8dcd9649ed9abf8&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/8/PF_EVENT218A_34_HR.png&w=330&h=330&fit=1
PROD11266,DAS AUDIO,EVENT-M210A-115,10429220," Powered, 540W (Cont.) / 1080W (Peak), 2 x 10” Three-Way, 60° x 50°, Stage Monitor","$1,778.33","$3,556.65","$2,549.00",Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=8859c017dc63515e7d15bd7384d2953f&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/11/PF_EVENTM210A_34_HR.png&w=330&h=330&fit=1
PROD11267,DAS AUDIO,AX-COMBOEV1208,10102784,Combo Bar to fly EVENT-208A below EVENT-212A,$505.26,"$1,010.52",$729.00,Fulks Media Solutions,FDW,Gear Techs,,
PROD11268,DAS AUDIO,AX-COMBOEV1210,10102786,Combo Bar to fly EVENT-210A below EVENT-212A,$511.88,"$1,023.75",$739.00,Fulks Media Solutions,FDW,Gear Techs,,
PROD11269,DAS AUDIO,AX-EV208,10102720,Rigging Bumper EVENT-208A (max 16 units),$737.96,"$1,475.91","$1,049.00",Fulks Media Solutions,FDW,Gear Techs,,
PROD11270,DAS AUDIO,AX-EV210,10102730,Rigging Bumper EVENT-210A (max 16 units),$746.78,"$1,493.55","$1,069.00",Fulks Media Solutions,FDW,Gear Techs,,
PROD11271,DAS AUDIO,AX-EV212,10102734,Rigging Bumper EVENT-212A (max 16 units),$934.20,"$1,868.40","$1,329.00",Fulks Media Solutions,FDW,Gear Techs,,
PROD11272,DAS AUDIO,AX-EV26,10102365,Rigging Bumper EVENT-26A (max 16 units) / EVENT-115A Sub (max 7 units),$300.03,$600.06,$429.00,Fulks Media Solutions,FDW,Gear Techs,,
PROD11273,DAS AUDIO,AX-EV28,10102370,Rigging Bumper EVENT-28A (max 20 units),$349.02,$698.04,$499.00,Fulks Media Solutions,FDW,Gear Techs,,
PROD11274,DAS AUDIO,AXS-EV208,10102750,Stacking bracket for EVENT-208A (max 4 units / max 1 unit using pole mount or tripod),$305.79,$611.58,$439.00,Fulks Media Solutions,FDW,Gear Techs,,
PROD11275,DAS AUDIO,AXS-EV210,10102760,Stacking bracket for EVENT-210A (max 4 units / max 1 unit using pole mount or tripod),$308.34,$616.68,$449.00,Fulks Media Solutions,FDW,Gear Techs,,
PROD11276,DAS AUDIO,AXS-EV212,10102761,Stacking bracket for EVENT-212A (max 4 units / max 1 unit using pole mount or tripod),$345.83,$691.65,$499.00,Fulks Media Solutions,FDW,Gear Techs,,
PROD11277,DAS AUDIO,AXS-EV26,10102366,Stacking bracket for EVENT-26A (max 5 units / max 3 units on pole mount or tripod),$116.34,$232.68,$169.00,Fulks Media Solutions,FDW,Gear Techs,,
PROD11278,DAS AUDIO,AXS-EV28,101023675,Stacking bracket for EVENT-28A (max 5 units / max 3 units on pole mount or tripod),$158.37,$316.74,$230.00,Fulks Media Solutions,FDW,Gear Techs,,
PROD11279,DAS AUDIO,FUN-2-EV115,10103786,Black protective transport cover for 2 units of EVENT-115A on PL-EV115S,$217.61,$435.21,$309.00,Fulks Media Solutions,FDW,Gear Techs,,
PROD11280,DAS AUDIO,FUN-2-EV118,10103787,Black protective transport cover for 2 units of EVENT-118A on PL-EV118S,$333.65,$667.29,$479.00,Fulks Media Solutions,FDW,Gear Techs,,
PROD11281,DAS AUDIO,FUN-2-EV121,10103632,Black protective transport cover for 2 units of EVENT-121A on PL-EV121S,$405.51,$811.02,$579.00,Fulks Media Solutions,FDW,Gear Techs,,
PROD11282,DAS AUDIO,FUN-2-EV218,10103670,Black protective transport cover for 2 units of EVENT-218A on PL-EV218S,$453.69,$907.38,$649.00,Fulks Media Solutions,FDW,Gear Techs,,
PROD11283,DAS AUDIO,FUN-4-EV208,10103650,Black protective transport cover for 4 units of EVENT-208A on PL-EV208S,$321.06,$642.12,$459.00,Fulks Media Solutions,FDW,Gear Techs,,
PROD11284,DAS AUDIO,FUN-4-EV210,10103660,Black protective transport cover for 4 units of EVENT-210A on PL-EV210S,$331.41,$662.82,$479.00,Fulks Media Solutions,FDW,Gear Techs,,
PROD11285,DAS AUDIO,FUN-4-EV212,10103662,Black protective transport cover for 4 units of EVENT-212A on PL-EV212S,$364.31,$728.61,$519.00,Fulks Media Solutions,FDW,Gear Techs,,
PROD11286,DAS AUDIO,FUN-4-EV26,10103785,Black protective transport cover for 4 units of EVENT-26A on PL-EV26S,$180.30,$360.60,$259.00,Fulks Media Solutions,FDW,Gear Techs,,
PROD11287,DAS AUDIO,FUN-4-EV28,10103799,Black protective transport cover for 4 units of EVENT-28A on PL-EV28S,$296.75,$593.49,$429.00,Fulks Media Solutions,FDW,Gear Techs,,
PROD11288,DAS AUDIO,FUN-6-EV26,10103784,Black protective transport cover for 6 units of EVENT-26A on PL-EV26,$241.85,$483.69,$349.00,Fulks Media Solutions,FDW,Gear Techs,,
PROD11289,DAS AUDIO,FUN-EV121,10103671,Black protective transport cover for 1 unit of EVENT-121A,$205.79,$411.57,$299.00,Fulks Media Solutions,FDW,Gear Techs,,
PROD11290,DAS AUDIO,JP-EV26,10102979,Joining plate for 8 units (max) of EVENT-26A with EVENT-115A,$116.33,$232.65,$169.00,Fulks Media Solutions,FDW,Gear Techs,,
PROD11291,DAS AUDIO,JP-EV28,10102961,Joining plate for 8 units (max) of EVENT-28A with EVENT-118A,$127.62,$255.24,$185.00,Fulks Media Solutions,FDW,Gear Techs,,
PROD11292,DAS AUDIO,PICKUP-AX-EV208,10102770,Additional Pick up bar for two point lifting of AX-EV208,$399.75,$799.50,,Fulks Media Solutions,FDW,Gear Techs,,
PROD11293,DAS AUDIO,PICKUP-AX-EV210,10102780,Additional Pick up bar for two point lifting of AX-EV210,$402.30,$804.60,,Fulks Media Solutions,FDW,Gear Techs,,
PROD11294,DAS AUDIO,PICKUP-AX-EV212,10102782,Additional Pick up bar for two point lifting of AX-EV212,$502.89,"$1,005.78",,Fulks Media Solutions,FDW,Gear Techs,,
PROD11295,DAS AUDIO,PL-EV115S,10113290,Wooden caster frame for transporting stacked EVENT-115A  (max 3 units),$380.60,$761.19,$549.00,Fulks Media Solutions,FDW,Gear Techs,,
PROD11296,DAS AUDIO,PL-EV118S,10113296,Wooden caster frame for transporting stacked EVENT-118A  (max 3 units),$439.73,$879.45,$629.00,Fulks Media Solutions,FDW,Gear Techs,,
PROD11297,DAS AUDIO,PL-EV121S,10113192,Wooden caster frame for transporting stacked EVENT-121A  (max 2 units),$415.20,$830.40,$599.00,Fulks Media Solutions,FDW,Gear Techs,,
PROD11298,DAS AUDIO,PL-EV208S,10113170,Metallic caster frame for transporting stacked EVENT-208A (max 4 units),$491.00,$981.99,$699.00,Fulks Media Solutions,FDW,Gear Techs,,
PROD11299,DAS AUDIO,PL-EV210S,10113180,Metallic caster frame for transporting stacked EVENT-210A (max 4 units),$512.39,"$1,024.77",$729.00,Fulks Media Solutions,FDW,Gear Techs,,
PROD11300,DAS AUDIO,PL-EV212S,10113183,Metallic caster frame for transporting stacked EVENT-212A  (max 4 units),$649.08,"$1,298.16",$929.00,Fulks Media Solutions,FDW,Gear Techs,,
PROD11301,DAS AUDIO,PL-EV218S,10113190,Wooden caster frame for transporting stacked EVENT-218A  (max 3 units),$484.41,$968.82,$699.00,Fulks Media Solutions,FDW,Gear Techs,,
PROD11302,DAS AUDIO,PL-EV26S,10113280,Metallic caster frame for transporting stacked EVENT-26A (max 6 units),$610.41,"$1,220.82",$869.00,Fulks Media Solutions,FDW,Gear Techs,,
PROD11303,DAS AUDIO,PL-EV28S,10113295,Metallic caster frame for transporting stacked EVENT-28A (max 6 units),$727.25,"$1,454.49","$1,039.00",Fulks Media Solutions,FDW,Gear Techs,,
PROD11304,DAS AUDIO,HQ-112.43-CX,10432080," Passive, 400W (RMS), 12” Two-way, 40° x 30° rotatable horn, Covered Exposure, IP54 Rated, black","$3,693.03","$7,386.06",,Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=f32eb482d085017bee5a9a06e65eb749&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/1/PF_HQ112CX_34_HR.png&w=330&h=330&fit=1
PROD11305,DAS AUDIO,HQ-112.43-DX,10432010," Passive, 400W (RMS), 12” Two-way, 40° x 30° rotatable horn, Direct Exposure, IP54 Rated, black","$4,625.36","$9,250.71",,Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=9ef5af4d4960ea0492d22af8a91197f9&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/1/PF_HQ112DX_34_HR.png&w=330&h=330&fit=1
PROD11306,DAS AUDIO,HQ-112.64-CX,10432090," Passive, 400W (RMS), 12” Two-way, 60° x 40° rotatable horn, Covered Exposure, IP54 Rated, black","$3,584.27","$7,168.53",,Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=d073fe81746a9501e13594e7a6e51dac&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/1/PF_HQ112CX_34_HR.png&w=330&h=330&fit=1
PROD11307,DAS AUDIO,HQ-112.64-DX,10432020," Passive, 400W (RMS), 12” Two-way, 60° x 40° rotatable horn, Direct Exposure, IP54 Rated, black","$4,480.28","$8,960.55",,Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=e1377e96037651cd6860772c844124e7&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/1/PF_HQ112DX_34_HR.png&w=330&h=330&fit=1
PROD11308,DAS AUDIO,HQ-112.95-CX,10432100," Passive, 400W (RMS), 12” Two-way, 90° x 50° rotatable horn, Covered Exposure, IP54 Rated, black","$3,584.27","$7,168.53",,Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=799132bbeedef927684bd588fa8dfe85&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/1/PF_HQ112CX_34_HR.png&w=330&h=330&fit=1
PROD11309,DAS AUDIO,HQ-112.95-DX,10432030," Passive, 400W (RMS), 12” Two-way, 90° x 50° rotatable horn, Direct Exposure, IP54 Rated, black","$4,480.28","$8,960.55",,Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=4ce10abe78083c3cd0393512d78b71e2&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/1/PF_HQ112DX_34_HR.png&w=330&h=330&fit=1
PROD11310,DAS AUDIO,HQ-212.64-CX,10432180," Passive, 800W (RMS), 2 x 12” Two-way, 60° x 40° rotatable horn, Covered Exposure, IP54 Rated, black","$2,987.15","$5,974.29",,Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=5a9ea2332b25491fcbb1662a2a939881&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/8/PF_HQ212_34_HR.png&w=330&h=330&fit=1
PROD11311,DAS AUDIO,HQ-212.64-DX,10432175," Passive, 800W (RMS), 2 x 12” Two-way, 60° x 40° rotatable horn, Direct Exposure, IP54 Rated, black","$3,312.26","$6,624.51",,Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=7d6b835de6098292fc798abba04c0e88&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/8/PF_HQ212_34_HR.png&w=330&h=330&fit=1
PROD11312,DAS AUDIO,HQ-212.95-CX,10432181," Passive, 800W (RMS), 2 x 12” Two-way, 90° x 50° rotatable horn, Covered Exposure, IP54 Rated, black","$2,987.15","$5,974.29",,Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=446d3ec2a4bb020ac23e7cc9f2151365&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/8/PF_HQ212_34_HR.png&w=330&h=330&fit=1
PROD11313,DAS AUDIO,HQ-212.95-DX,10432176," Passive, 800W (RMS), 2 x 12” Two-way, 90° x 50° rotatable horn, Direct Exposure, IP54 Rated, black","$3,312.26","$6,624.51",,Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=e49ac0071f0d19ed3269f6fb8b5576ca&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/8/PF_HQ212_34_HR.png&w=330&h=330&fit=1
PROD11314,DAS AUDIO,HQ-218-CX,10432110," Passive, 2000W (RMS), 2 x 18”, Ground-stackable Long Excursion Bass-reflex Subwoofer, Covered Exposure, IP54 Rated, black","$2,421.81","$4,843.62",,Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=9cea5317d4635ba14bbb8dcaa3baf364&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/1/PF_HQ112CX_34_HR.png&w=330&h=330&fit=1
PROD11315,DAS AUDIO,HQ-218-DX,10432040," Passive, 2000W (RMS), 2 x 18”, Ground-stackable Long Excursion Bass-reflex Subwoofer, Direct Exposure, IP54 Rated, black","$3,027.12","$6,054.24",,Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=4e5dbeaa2dd9746b6654b268fe418742&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/1/PF_HQ112CX_34_HR.png&w=330&h=330&fit=1
PROD11316,DAS AUDIO,AX-HQ-X12,10107001," Rigging bumper for HQ-112/HQ-212 (WLL=450kg), black",$228.66,$457.32,,Fulks Media Solutions,FDW,Gear Techs,,
PROD11317,DAS AUDIO,AXU-HQ212,10105144," “U” bracket, wall/ceiling/truss/tripod, for HQ-212.64/HQ-212.95, black",$737.49,"$1,474.98",,Fulks Media Solutions,FDW,Gear Techs,,
PROD11318,DAS AUDIO,JP-HQ-112,10107003," Joining plate for array assembling HQ-112 (WL=430kg), black",$345.71,$691.31,,Fulks Media Solutions,FDW,Gear Techs,,
PROD11319,DAS AUDIO,JP-HQ-212,10107002," Joining plate for array assembling HQ-212 (WL=360kg), black",$481.73,$963.45,,Fulks Media Solutions,FDW,Gear Techs,,
PROD11320,DAS AUDIO,UFB,10105040," Universal Fly Bar, black, 16.5 kg (36.3 lb)",$351.12,$702.24,,Fulks Media Solutions,FDW,Gear Techs,,
PROD11321,DAS AUDIO,INTEGRAL-M26X,10721214," 2 In/6 Out advanced DSP with remote control and monitoring via ALMA software, includes GPIO External Control with 8 configurable pins.",$817.83,"$1,635.66","$1,169.00",Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=83f0a9ea7afcf929ff0ce80a56bf5d86&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/1/PF_INTEGRAL_M26X_FRONT.png&w=330&h=330&fit=1
PROD11322,DAS AUDIO,INTEGRAL-A402,10721090," 2-channel 200W @ 4 OHM OR 1-channel 400W @ 100V, 1U",$902.30,"$1,804.59",,Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=f9da7098ac11e0d43c5340bde10982ff&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/PF_INTEGRAL_A402.png&w=330&h=330&fit=1
PROD11323,DAS AUDIO,INTEGRAL-A404,10721100," 4-channel 100W @ 4 Ohms OR 2-channel 200W @ 100V, 1U","$1,163.34","$2,326.68",,Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=f0981bbf99ec081c6abf1e9484c882db&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/PF_INTEGRAL_A404.png&w=330&h=330&fit=1
PROD11324,DAS AUDIO,INTEGRAL-A1002,10721110," 2-channel 500W @ 4 OHM OR 1-channel 1000W @ 100V, 1U",$914.00,"$1,827.99",,Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=26c0d4eadad2198b9b86f03f46c7b86f&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/PF_INTEGRAL_A1002.png&w=330&h=330&fit=1
PROD11325,DAS AUDIO,INTEGRAL-A1004,10721120," 4-channel 250W @ 4 Ohms OR 2-channel 500W @ 100V, 1U","$1,210.83","$2,421.66",,Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=c8095e2368401273647d918f1c5868f8&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/PF_INTEGRAL_A1004.png&w=330&h=330&fit=1
PROD11326,DAS AUDIO,INTEGRAL-A1602,10721130," 2-channel 800W @ 4 OHM OR 1-channel 1600W @ 100V, 2U","$1,267.56","$2,535.12",,Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=ebbc31b3393d8169d709458074ec552b&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/PF_INTEGRAL_A1602.png&w=330&h=330&fit=1
PROD11327,DAS AUDIO,INTEGRAL-A1604,10721140," 4-channel 400W @ 4 OHM OR 2-channel 800W @ 100V, 2U","$1,498.04","$2,996.07",,Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=9a0f23a3c5f932c9d2102ccc7b5faad0&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/PF_INTEGRAL_A1604.png&w=330&h=330&fit=1
PROD11328,DAS AUDIO,INTEGRAL-WA2,10721060," 2-channel compact wall amplifier equipped with micro-SD card, USB, local line input + Bluetooth. 2 x 25W @ 4 OHM",$71.78,$143.55,,Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=0e7c7f67818865e3e1d855f8ed10f6fa&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/PF_INTEGRAL_WA-2__REAR.png&w=330&h=330&fit=1
PROD11329,DAS AUDIO,INTEGRAL-WA4,10721070," 4-channel compact wall amplifier equipped with micro-SD card, USB, local line input + Bluetooth. 4 x 25W @ 4 OHM",$92.73,$185.46,,Fulks Media Solutions,FDW,Gear Techs,https://www.dasaudio.com/pdf/pdfdatasheet.php?id=c175f521358432cc269598831ea8c59b&#038;lang=es,https://www.dasaudio.com/thumbnailsenv.php?i=https://d7rh5s3nxmpy4.cloudfront.net/CMP829/PF_INTEGRAL_WA-4__REAR.png&w=330&h=330&fit=1
